Year,Program Area,Program Project,Sub-Program Project,Actuals,Annualized_CR,PresBud,PresBud_vs_Annualized_CR,Enacted,PresBud_vs_Enacted
2013,Leaking Underground Storage Tanks,Underground Storage Tanks (LUST / UST),"Subtotal, Underground Storage Tanks (LUST / UST)",115480.2,,101322,,101367,45
2013,Leaking Underground Storage Tanks,Research: Sustainable Communities,Research: Sustainable and Healthy Communities,501.6,,490,,396,94
2013,Leaking Underground Storage Tanks,,"Total, Leaking Underground Storage Tanks",118851.3,,104117,,104142,25
2013,Inland Oil Spill Programs,Compliance,Compliance Assistance and Centers,5.4,,0,,0,0
2013,Inland Oil Spill Programs,Compliance,Compliance Monitoring,111.2,,142,,138,4
2013,Inland Oil Spill Programs,Compliance,"Subtotal, Compliance",116.6,,142,,138,4
2013,Inland Oil Spill Programs,Enforcement,Civil Enforcement,2209.6,,2968,,2286,682
2013,Inland Oil Spill Programs,Oil,"Oil Spill: Prevention, Preparedness and Response",15630.7,,19290,,14673,4617
2013,Inland Oil Spill Programs,Operations and Administration,Facilities Infrastructure and Operations,,,,,,
2013,Inland Oil Spill Programs,Operations and Administration,Rent,437,,426,,437,11
2013,Inland Oil Spill Programs,Operations and Administration,Facilities Infrastructure and Operations (other activities),82.5,,87,,98,11
2013,Inland Oil Spill Programs,Operations and Administration,,,,,,,
2013,Inland Oil Spill Programs,Operations and Administration,"Subtotal, Facilities Infrastructure and Operations",519.5,,513,,535,22
2013,Inland Oil Spill Programs,Operations and Administration,"Subtotal, Operations and Administration",519.5,,513,,535,22
2013,Inland Oil Spill Programs,Research: Sustainable Communities,Research: Sustainable and Healthy Communities,1204.3,,618,,613,5
2013,Inland Oil Spill Programs,,"Total, Inland Oil Spill Programs",19680.7,,23531,,18245,5286
2013,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Infrastructure Assistance: Clean Water SRF,1936433.5,,1175000,,1466456,291456
2013,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Infrastructure Assistance: Drinking Water SRF,1101827.8,,850000,,917892,67892
2013,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Infrastructure Assistance: Alaska Native Villages,10327.2,,10000,,9984,16
2013,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Brownfields Projects,106685.8,,93291,,94848,1557
2013,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Clean School Bus Initiative,35.2,,0,,0,0
2013,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Diesel Emissions Reduction Grant Program,53586.9,,15000,,29952,14952
2013,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Targeted Airshed Grants,10000,,0,,0,0
2013,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Infrastructure Assistance: Mexico Border,14669.1,,10000,,4992,5008
2013,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),"Subtotal, State and Tribal Assistance Grants (STAG)",3233565.5,,2153291,,2524124,370833
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Beaches Protection,11001.3,,0,,9864,9864
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Brownfields,51185.5,,47572,,49317,1745
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Environmental Information,9950.4,,15200,,9964,5236
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Hazardous Waste Financial Assistance,111206.3,,103412,,102974,438
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Homeland Security,637.1,,0,,0,0
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Lead,15599.4,,14855,,14512,343
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Local Govt Climate Change,10499.5,,0,,0,0
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Nonpoint Source (Sec. 319),201615.8,,164757,,164493,264
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pesticides Enforcement,19930.9,,19085,,18644,441
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pesticides Program Implementation,13807.8,,13140,,13119,21
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pollution Control (Sec. 106),,,,,,
2013,State and Tribal Assistance Grants,Categorical Grants,Monitoring Grants,15402.5,,18500,,18433,67
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pollution Control (Sec. 106) (other activities),237114.3,,246764,,219970,26794
2013,State and Tribal Assistance Grants,Categorical Grants,"Subtotal, Categorical Grant: Pollution Control (Sec. 106)",252516.8,,265264,,238403,26861
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pollution Prevention,5685,,5039,,4922,117
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Public Water System Supervision (PWSS),109387.1,,109700,,105320,4380
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Radon,8720,,0,,8045,8045
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: State and Local Air Quality Management,249061.4,,301500,,235729,65771
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Sector Program,1879.2,,0,,0,0
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Targeted Watersheds,780.3,,0,,0,0
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Toxics Substances Compliance,5551.7,,5201,,5081,120
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Tribal Air Quality Management,14365.8,,13566,,13252,314
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Tribal General Assistance Program,69331.2,,96375,,67631,28744
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Underground Injection Control (UIC),11844.3,,11109,,10852,257
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Underground Storage Tanks,2759.8,,1490,,1548,58
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Water Quality Cooperative Agreements,1335.5,,0,,0,0
2013,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Wetlands Program Development,26138.1,,15167,,15143,24
2013,State and Tribal Assistance Grants,Categorical Grants,"Subtotal, Categorical Grants",1204790.2,,1202432,,1088813,113619
2013,State and Tribal Assistance Grants,Congressional Priorities,Congressionally Mandated Projects,117641.8,,0,,0,0
2013,State and Tribal Assistance Grants,Congressional Priorities,"Subtotal, Congressional Priorities",117641.8,,0,,0,0
2013,State and Tribal Assistance Grants,,"Total, State and Tribal Assistance Grants",4555997.5,,3355723,,3612937,257214
2013,,,"SUBTOTAL, EPA (Excludes Rescission or Cancellation of Prior Year Funds)",9990785,,8374480,,8499385,124905
2013,,,Rescission of Prior Year Funds,0,,30000,,50000,20000
2013,,,"TOTAL, EPA",9990785,,8344480,,8449385,104905
2012,Science & Technology,Clean Air,Clean Air Allowance Trading Programs,9329.3,9963,9797,,9963,166
2012,Science & Technology,Clean Air,Climate Protection Program,20126.8,19797,16345,,19797,3452
2012,Science & Technology,Clean Air,Federal Support for Air Quality Management,12480.6,11443,7650,,11443,3793
2012,Science & Technology,Clean Air,Federal Support for Air Toxics Program,2381.7,2398,0,,2398,2398
2012,Science & Technology,Clean Air,Federal Vehicle and Fuels Standards and Certification,87648.2,91782,100578,,91782,8796
2012,Science & Technology,Clean Air,"Subtotal, Clean Air",131966.6,135383,134370,,135383,1013
2012,Science & Technology,Indoor Air and Radiation,Indoor Air: Radon Program,485.6,453,210,,453,243
2012,Science & Technology,Indoor Air and Radiation,Reduce Risks from Indoor Air,808,762,370,,762,392
2012,Science & Technology,Indoor Air and Radiation,Radiation: Protection,1962.1,2095,2096,,2095,1
2012,Science & Technology,Indoor Air and Radiation,Radiation: Response Preparedness,4242.7,4176,4082,,4176,94
2012,Science & Technology,Indoor Air and Radiation,"Subtotal, Indoor Air and Radiation",7498.4,7486,6758,,7486,728
2012,Science & Technology,Enforcement,Forensics Support,15245.3,15351,15326,,15351,25
2012,Science & Technology,Homeland Security,Homeland Security: Critical Infrastructure Protection,,,,,,
2012,Science & Technology,Homeland Security,Water Sentinel,13953.7,18576,8632,,18576,9944
2012,Science & Technology,Homeland Security,Homeland Security: Critical Infrastructure Protection (other activities),7001.2,4450,2747,,4450,1703
2012,Science & Technology,Homeland Security,"Subtotal, Homeland Security: Critical Infrastructure Protection",20954.9,23026,11379,,23026,11647
2012,Science & Technology,Homeland Security,"Homeland Security: Preparedness, Response, and Recovery",,,,,,
2012,Science & Technology,Homeland Security,Decontamination,20448.7,24857,17382,,24857,7475
2012,Science & Technology,Homeland Security,Laboratory Preparedness and Response,438.3,499,0,,499,499
2012,Science & Technology,Homeland Security,Safe Building,1225.2,1996,0,,1996,1996
2012,Science & Technology,Homeland Security,"Homeland Security: Preparedness, Response, and Recovery (other activities)",15585.7,14305,12696,,14305,1609
2012,Science & Technology,Homeland Security,"Subtotal, Homeland Security: Preparedness, Response, and Recovery",37697.9,41657,30078,,41657,11579
2012,Science & Technology,Homeland Security,Infrastructure,593,593,579,,593,14
2012,Science & Technology,Homeland Security,"Subtotal, Homeland Security",59245.8,65276,42036,,65276,23240
2012,Science & Technology,IT / Data Management / Security,IT / Data Management,4054,4385,4108,,4385,277
2012,Science & Technology,Operations and Administration,Facilities Infrastructure and Operations,,,,,,
2012,Science & Technology,Operations and Administration,Rent,34102.2,33947,35661,,33947,1714
2012,Science & Technology,Operations and Administration,Utilities,21934.3,19177,20195,,19177,1018
2012,Science & Technology,Operations and Administration,Security,9218,10260,10714,,10260,454
2012,Science & Technology,Operations and Administration,Facilities Infrastructure and Operations (other activities),7587.2,9534,9951,,9534,417
2012,Science & Technology,Operations and Administration,"Subtotal, Facilities Infrastructure and Operations",72841.7,72918,76521,,72918,3603
2012,Science & Technology,Operations and Administration,"Subtotal, Operations and Administration",72841.7,72918,76521,,72918,3603
2012,Science & Technology,Pesticides Licensing,Pesticides: Protect Human Health from Pesticide Risk,4146.4,3750,3839,,3750,89
2012,Science & Technology,Pesticides Licensing,Pesticides: Protect the Environment from Pesticide Risk,2285.9,2279,2448,,2279,169
2012,Science & Technology,Pesticides Licensing,Pesticides: Realize the Value of Pesticide Availability,505.1,537,544,,537,7
2012,Science & Technology,Pesticides Licensing,"Subtotal, Pesticides Licensing",6937.4,6566,6831,,6566,265
2012,Science & Technology,Research: Air and Energy,Research: Air and Energy,,,,,,
2012,Science & Technology,Research: Air and Energy,Global Change,19646.9,20822,20805,,20822,17
2012,Science & Technology,Research: Air and Energy,Clean Air,74670.2,81605,83102,,81605,1497
2012,Science & Technology,Research: Air and Energy,Research: Air and Energy (other activities),8441,9022,4093,,9022,4929
2012,Science & Technology,Research: Air and Energy,"Subtotal, Research: Air and Energy",102758.1,111449,108000,,111449,3449
2012,Science & Technology,Research: Air and Energy,"Subtotal, Research: Air and Energy",102758.1,111449,108000,,111449,3449
2012,Science & Technology,Research: Safe and Sustainable Water Resources,Research: Safe and Sustainable Water Resources,,,,,,
2012,Science & Technology,Research: Safe and Sustainable Water Resources,Drinking Water,50346,49103,52495,,49103,3392
2012,Science & Technology,Research: Safe and Sustainable Water Resources,Water Quality,58586.9,61918,66229,,61918,4311
2012,Science & Technology,Research: Safe and Sustainable Water Resources,Research: Safe and Sustainable Water Resources (other activities),0,52,52,,52,0
2012,Science & Technology,Research: Safe and Sustainable Water Resources,"Subtotal, Research: Safe and Sustainable Water Resources",108932.9,111073,118776,,111073,7703
2012,Science & Technology,Research: Safe and Sustainable Water Resources,"Subtotal, Research: Safe and Sustainable Water Resources",108932.9,111073,118776,,111073,7703
2012,Science & Technology,Research: Sustainable Communities,Research: Sustainable and Healthy Communities,,,,,,
2012,Science & Technology,Research: Sustainable Communities,Human Health,54324.6,53180,45392,,54180,8788
2012,Science & Technology,Research: Sustainable Communities,Ecosystems,68805.1,70698,60905,,71698,10793
2012,Science & Technology,Research: Sustainable Communities,Research: Sustainable and Healthy Communities (other activities),59873,62217,64729,,62217,2512
2012,Science & Technology,Research: Sustainable Communities,"Subtotal, Research: Sustainable and Healthy Communities",183002.7,186095,171026,,188095,17069
2012,Science & Technology,Research: Sustainable Communities,"Subtotal, Research: Sustainable Communities",183002.7,186095,171026,,188095,17069
2012,Science & Technology,Research: Chemical Safety and Sustainability,Human Health Risk Assessment,41516.4,42899,42400,,42899,499
2012,Science & Technology,Research: Chemical Safety and Sustainability,Research: Chemical Safety and Sustainability,,,,,,
2012,Science & Technology,Research: Chemical Safety and Sustainability,Endocrine Disruptors,12471.9,11350,16883,,11350,5533
2012,Science & Technology,Research: Chemical Safety and Sustainability,Computational Toxicology,13929.9,20044,21209,,20044,1165
2012,Science & Technology,Research: Chemical Safety and Sustainability,Research: Chemical Safety and Sustainability (other activities),48819.3,46437,57565,,46437,11128
2012,Science & Technology,Research: Chemical Safety and Sustainability,"Subtotal, Research: Chemical Safety and Sustainability",75221.1,77831,95657,,77831,17826
2012,Science & Technology,Research: Chemical Safety and Sustainability,"Subtotal, Research: Chemical Safety and Sustainability",116737.5,120730,138057,,120730,17327
2012,Science & Technology,Water: Human Health Protection,Drinking Water Programs,3889.3,3637,3787,,3637,150
2012,Science & Technology,Congressional Priorities,Congressionally Mandated Projects,4568,5700,0,,5700,5700
2012,Science & Technology,Congressional Priorities,"Subtotal, Congressional Priorities",4568,5700,0,,5700,5700
2012,Science & Technology,,"Total, Science & Technology",817677.7,846049,825596,,848049,22453
2012,Environmental Program & Management,Clean Air,Clean Air Allowance Trading Programs,20664.3,20791,20842,,20791,51
2012,Environmental Program & Management,Clean Air,Climate Protection Program,,,,,,
2012,Environmental Program & Management,Clean Air,Energy STAR,42138,52606,55628,,52606,3022
2012,Environmental Program & Management,Clean Air,Methane to markets,5272.8,4569,5616,,4569,1047
2012,Environmental Program & Management,Clean Air,Greenhouse Gas Reporting Registry,15990.7,16685,17646,,16685,961
2012,Environmental Program & Management,Clean Air,Climate Protection Program (other activities),46324.6,39184,32529,,39184,6655
2012,Environmental Program & Management,Clean Air,"Subtotal, Climate Protection Program",109726.1,113044,111419,,113044,1625
2012,Environmental Program & Management,Clean Air,Federal Stationary Source Regulations,26195.8,27158,34096,,27158,6938
2012,Environmental Program & Management,Clean Air,Federal Support for Air Quality Management,103224.6,99619,133822,,99619,34203
2012,Environmental Program & Management,Clean Air,Federal Support for Air Toxics Program,23468.8,24446,0,,24446,24446
2012,Environmental Program & Management,Clean Air,Stratospheric Ozone: Domestic Programs,6159.4,5934,5612,,5934,322
2012,Environmental Program & Management,Clean Air,Stratospheric Ozone: Multilateral Fund,9840,9840,9495,,9840,345
2012,Environmental Program & Management,Clean Air,"Subtotal, Clean Air",299279,300832,315286,,300832,14454
2012,Environmental Program & Management,Indoor Air and Radiation,Indoor Air: Radon Program,5408.1,5866,3901,,5866,1965
2012,Environmental Program & Management,Indoor Air and Radiation,Reduce Risks from Indoor Air,19253,20759,17198,,20759,3561
2012,Environmental Program & Management,Indoor Air and Radiation,Radiation: Protection,11433.3,11295,9629,,11295,1666
2012,Environmental Program & Management,Indoor Air and Radiation,Radiation: Response Preparedness,2827.9,3077,3042,,3077,35
2012,Environmental Program & Management,Indoor Air and Radiation,"Subtotal, Indoor Air and Radiation",38922.3,40997,33770,,40997,7227
2012,Environmental Program & Management,Brownfields,Brownfields,24465.3,24152,26397,,24152,2245
2012,Environmental Program & Management,Compliance,Compliance Assistance and Centers,23628.3,25622,0,,25622,25622
2012,Environmental Program & Management,Compliance,Compliance Incentives,8792.6,9560,0,,9560,9560
2012,Environmental Program & Management,Compliance,Compliance Monitoring,97937.7,99400,119648,,99400,20248
2012,Environmental Program & Management,Compliance,"Subtotal, Compliance",130358.6,134582,119648,,134582,14934
2012,Environmental Program & Management,Enforcement,Civil Enforcement,145896.6,146636,191404,,146636,44768
2012,Environmental Program & Management,Enforcement,Criminal Enforcement,49043.2,49637,51345,,49637,1708
2012,Environmental Program & Management,Enforcement,Enforcement Training,3220,3278,0,,3278,3278
2012,Environmental Program & Management,Enforcement,Environmental Justice,9567.4,7090,7397,,7090,307
2012,Environmental Program & Management,Enforcement,NEPA Implementation,18313.4,18258,18072,,18258,186
2012,Environmental Program & Management,Enforcement,"Subtotal, Enforcement",226040.6,224899,268218,,224899,43319
2012,Environmental Program & Management,Geographic Programs,Great Lakes Restoration,430818.2,475000,350000,,475000,125000
2012,Environmental Program & Management,Geographic Programs,Geographic Program: Chesapeake Bay,53192.7,50000,67350,,50000,17350
2012,Environmental Program & Management,Geographic Programs,Geographic Program: Great Lakes,1752.3,0,0,,0,0
2012,Environmental Program & Management,Geographic Programs,Geographic Program: San Francisco Bay,10087.1,7000,4847,,7000,2153
2012,Environmental Program & Management,Geographic Programs,Geographic Program: Puget Sound,40040.4,50000,19289,,50000,30711
2012,Environmental Program & Management,Geographic Programs,Geographic Program: South Florida,2321.5,2168,2061,,2168,107
2012,Environmental Program & Management,Geographic Programs,Geographic Program: Mississippi River Basin,0,0,6000,,0,6000
2012,Environmental Program & Management,Geographic Programs,Geographic Program: Long Island Sound,6141.9,7000,2962,,7000,4038
2012,Environmental Program & Management,Geographic Programs,Geographic Program: Gulf of Mexico,7671.7,6000,4464,,6000,1536
2012,Environmental Program & Management,Geographic Programs,Geographic Program: Lake Champlain,486.9,4000,1399,,4000,2601
2012,Environmental Program & Management,Geographic Programs,Geographic Program: Other,,,,,,
2012,Environmental Program & Management,Geographic Programs,Lake Pontchartrain,996,1500,955,,1500,545
2012,Environmental Program & Management,Geographic Programs,Community Action for a Renewed Environment (CARE),1648.9,2448,2384,,2448,64
2012,Environmental Program & Management,Geographic Programs,Geographic Program: Other (other activities),1901,3325,1296,,3325,2029
2012,Environmental Program & Management,Geographic Programs,"Subtotal, Geographic Program: Other",4545.9,7273,4635,,7273,2638
2012,Environmental Program & Management,Geographic Programs,"Subtotal, Geographic Programs",557058.6,608441,463007,,608441,145434
2012,Environmental Program & Management,Homeland Security,Homeland Security: Communication and Information,7206.3,6926,4257,,6926,2669
2012,Environmental Program & Management,Homeland Security,Homeland Security: Critical Infrastructure Protection,156.1,99,0,,99,99
2012,Environmental Program & Management,Homeland Security,Decontamination,,,,,,
2012,Environmental Program & Management,Homeland Security,Homeland Security: Critical Infrastructure Protection (other activities),6649,6737,1065,,6737,5672
2012,Environmental Program & Management,Homeland Security,"Subtotal, Homeland Security: Critical Infrastructure Protection",6805.1,6836,1065,,6836,5771
2012,Environmental Program & Management,Homeland Security,"Homeland Security: Preparedness, Response, and Recovery",,,,,,
2012,Environmental Program & Management,Homeland Security,Decontamination,1573.3,3423,0,,3423,3423
2012,Environmental Program & Management,Homeland Security,"Homeland Security: Preparedness, Response, and Recovery (other activities)",2690.9,0,0,,0,0
2012,Environmental Program & Management,Homeland Security,"Subtotal, Homeland Security: Preparedness, Response, and Recovery",4264.2,3423,0,,3423,3423
2012,Environmental Program & Management,Homeland Security,Homeland Security: Protection of EPA Personnel and Infrastructure,6300.3,6369,5978,,6369,391
2012,Environmental Program & Management,Homeland Security,"Subtotal, Homeland Security",24575.9,23554,11300,,23554,12254
2012,Environmental Program & Management,Information Exchange / Outreach,Children and Other Sensitive Populations: Agency Coordination,5715.8,7100,10795,,7100,3695
2012,Environmental Program & Management,Information Exchange / Outreach,Environmental Education,7396.6,9038,9885,,9038,847
2012,Environmental Program & Management,Information Exchange / Outreach,"Congressional, Intergovernmental, External Relations",52787,51944,52268,,51944,324
2012,Environmental Program & Management,Information Exchange / Outreach,Exchange Network,17918.5,17024,20883,,17024,3859
2012,Environmental Program & Management,Information Exchange / Outreach,Small Business Ombudsman,3488.5,3028,2953,,3028,75
2012,Environmental Program & Management,Information Exchange / Outreach,Small Minority Business Assistance,2133.1,2350,2280,,2350,70
2012,Environmental Program & Management,Information Exchange / Outreach,State and Local Prevention and Preparedness,13426.7,13303,14613,,13303,1310
2012,Environmental Program & Management,Information Exchange / Outreach,TRI / Right to Know,15230.9,14933,16463,,14933,1530
2012,Environmental Program & Management,Information Exchange / Outreach,Tribal - Capacity Building,13040.9,12080,15070,,12080,2990
2012,Environmental Program & Management,Information Exchange / Outreach,"Subtotal, Information Exchange / Outreach",131138,130800,145210,,130800,14410
2012,Environmental Program & Management,International Programs,US Mexico Border,4997.8,4969,4912,,4969,57
2012,Environmental Program & Management,International Programs,International Sources of Pollution,8514.5,8628,8302,,8628,326
2012,Environmental Program & Management,International Programs,Trade and Governance,6359.8,6227,6233,,6227,6
2012,Environmental Program & Management,International Programs,"Subtotal, International Programs",19872.1,19824,19447,,19824,377
2012,Environmental Program & Management,IT / Data Management / Security,Information Security,5881.7,5912,6837,,5912,925
2012,Environmental Program & Management,IT / Data Management / Security,IT / Data Management,98258.9,97410,88576,,97410,8834
2012,Environmental Program & Management,IT / Data Management / Security,"Subtotal, IT / Data Management / Security",104140.6,103322,95413,,103322,7909
2012,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Administrative Law,5424.8,5275,5386,,5275,111
2012,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Alternative Dispute Resolution,1313.8,1147,1329,,1147,182
2012,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Civil Rights / Title VI Compliance,12413.1,12224,11685,,12224,539
2012,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Legal Advice: Environmental Program,42826.7,42662,45352,,42662,2690
2012,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Legal Advice: Support Program,14727.9,14419,15873,,14419,1454
2012,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Regional Science and Technology,3146.2,3271,3283,,3271,12
2012,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Integrated Environmental Strategies,18366.6,18917,17509,,18917,1408
2012,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Regulatory/Economic-Management and Analysis,19041.3,19404,22326,,19404,2922
2012,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Science Advisory Board,6157.2,6278,5867,,6278,411
2012,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,"Subtotal, Legal / Science / Regulatory / Economic Review",123417.6,123597,128610,,123597,5013
2012,Environmental Program & Management,Operations and Administration,Facilities Infrastructure and Operations,,,,,,
2012,Environmental Program & Management,Operations and Administration,Rent,161817.5,157040,170807,,157040,13767
2012,Environmental Program & Management,Operations and Administration,Utilities,2539.3,13514,11221,,13514,2293
2012,Environmental Program & Management,Operations and Administration,Security,27326.6,27997,29266,,27997,1269
2012,Environmental Program & Management,Operations and Administration,Facilities Infrastructure and Operations (other activities),118555.4,116687,113671,,116687,3016
2012,Environmental Program & Management,Operations and Administration,"Subtotal, Facilities Infrastructure and Operations",310238.8,315238,324965,,315238,9727
2012,Environmental Program & Management,Operations and Administration,"Central Planning, Budgeting, and Finance",86883.5,82834,77548,,82834,5286
2012,Environmental Program & Management,Operations and Administration,Acquisition Management,33272.6,32404,34119,,32404,1715
2012,Environmental Program & Management,Operations and Administration,Financial Assistance Grants / IAG Management,24311.6,25487,26223,,25487,736
2012,Environmental Program & Management,Operations and Administration,Human Resources Management,43526.7,42447,44680,,42447,2233
2012,Environmental Program & Management,Operations and Administration,Recovery Act Mangement and Oversight,22237.5,0,0,,0,0
2012,Environmental Program & Management,Operations and Administration,"Subtotal, Operations and Administration",520470.7,498410,507535,,498410,9125
2012,Environmental Program & Management,Pesticides Licensing,Pesticides: Protect Human Health from Pesticide Risk,62696.4,62944,58304,,62944,4640
2012,Environmental Program & Management,Pesticides Licensing,Pesticides: Protect the Environment from Pesticide Risk,41584.5,42203,37913,,42203,4290
2012,Environmental Program & Management,Pesticides Licensing,Pesticides: Realize the Value of Pesticide Availability,13508.9,13145,12550,,13145,595
2012,Environmental Program & Management,Pesticides Licensing,Science Policy and Biotechnology,1349.5,1840,1756,,1840,84
2012,Environmental Program & Management,Pesticides Licensing,"Subtotal, Pesticides Licensing",119139.3,120132,110523,,120132,9609
2012,Environmental Program & Management,Resource Conservation and Recovery Act (RCRA),RCRA: Waste Management,,,,,,
2012,Environmental Program & Management,Resource Conservation and Recovery Act (RCRA),RCRA: Waste Management: eManifest,0,0,2000,,0,2000
2012,Environmental Program & Management,Resource Conservation and Recovery Act (RCRA),RCRA: Waste Management (other activities),71171.2,68842,64854,,68842,3988
2012,Environmental Program & Management,Resource Conservation and Recovery Act (RCRA),"Subtotal, RCRA: Waste Management",71171.2,68842,64854,,68842,1988
2012,Environmental Program & Management,Resource Conservation and Recovery Act (RCRA),RCRA: Corrective Action,39366,40029,40266,,40029,237
2012,Environmental Program & Management,Resource Conservation and Recovery Act (RCRA),RCRA: Waste Minimization & Recycling,13063.3,14379,9751,,14379,4628
2012,Environmental Program & Management,Resource Conservation and Recovery Act (RCRA),"Subtotal, Resource Conservation and Recovery Act (RCRA)",123600.5,123250,116871,,123250,6379
2012,Environmental Program & Management,Toxics Risk Review and Prevention,Endocrine Disruptors,8513.2,8625,8268,,8625,357
2012,Environmental Program & Management,Toxics Risk Review and Prevention,Toxic Substances: Chemical Risk Review and Reduction,53458.7,54886,70939,,54886,16053
2012,Environmental Program & Management,Toxics Risk Review and Prevention,Pollution Prevention Program,18014.5,18050,15653,,18050,2397
2012,Environmental Program & Management,Toxics Risk Review and Prevention,Toxic Substances: Chemical Risk Management,7193,6025,6105,,6025,80
2012,Environmental Program & Management,Toxics Risk Review and Prevention,Toxic Substances: Lead Risk Reduction Program,13429.3,14329,14332,,14329,3
2012,Environmental Program & Management,Toxics Risk Review and Prevention,"Subtotal, Toxics Risk Review and Prevention",100608.7,101915,115297,,101915,13382
2012,Environmental Program & Management,Underground Storage Tanks (LUST / UST),LUST / UST,12833.9,12424,12866,,12424,442
2012,Environmental Program & Management,Water: Ecosystems,Great Lakes Legacy Act,33030.3,0,0,,0,0
2012,Environmental Program & Management,Water: Ecosystems,National Estuary Program / Coastal Waterways,29796.8,32567,27058,,32567,5509
2012,Environmental Program & Management,Water: Ecosystems,Wetlands,27130.2,25940,27368,,25940,1428
2012,Environmental Program & Management,Water: Ecosystems,"Subtotal, Water: Ecosystems",89957.3,58507,54426,,58507,4081
2012,Environmental Program & Management,Water: Human Health Protection,Beach / Fish Programs,2981.4,2944,2708,,2944,236
2012,Environmental Program & Management,Water: Human Health Protection,Drinking Water Programs,99394.2,102224,104616,,102224,2392
2012,Environmental Program & Management,Water: Human Health Protection,"Subtotal, Water: Human Health Protection",102375.6,105168,107324,,105168,2156
2012,Environmental Program & Management,Water Quality Protection,Marine Pollution,9783.7,13397,13417,,13397,20
2012,Environmental Program & Management,Water Quality Protection,Surface Water Protection,201136.3,208626,212069,,208626,3443
2012,Environmental Program & Management,Water Quality Protection,"Subtotal, Water Quality Protection",210920,222023,225486,,222023,3463
2012,Environmental Program & Management,Congressional Priorities,Congressionally Mandated Projects,29700,16950,0,,16950,16950
2012,Environmental Program & Management,Congressional Priorities,"Subtotal, Congressional Priorities",29700,16950,0,,16950,16950
2012,Environmental Program & Management,,"Total, Environmental Program & Management",2988874.6,2993779,2876634,,2993779,117145
2012,Inspector General,"Audits, Evaluations, and Investigations","Audits, Evaluations, and Investigations",49164.4,44791,45997,,44791,1206
2012,Inspector General,,"Total, Inspector General",49164.4,44791,45997,,44791,1206
2012,Building and Facilities,Homeland Security,Homeland Security: Protection of EPA Personnel and Infrastructure,9652.1,8070,8038,,8070,32
2012,Building and Facilities,Operations and Administration,Facilities Infrastructure and Operations,29896.7,28931,33931,,28931,5000
2012,Building and Facilities,,"Total, Building and Facilities",39548.8,37001,41969,,37001,4968
2012,Hazardous Substance Superfund,Indoor Air and Radiation,Radiation: Protection,2586.2,2495,2487,,2495,8
2012,Hazardous Substance Superfund,"Audits, Evaluations, and Investigations","Audits, Evaluations, and Investigations",9337.9,9975,10009,,9975,34
